x,y,u,v
0.08919999999999999,0.47440000000000004,-0.0058343821882713255,-0.00767844389957183
0.1276,0.47440000000000004,0.035255371495294514,-0.2609742947752482
0.16599999999999998,0.47440000000000004,0.022643625400486655,-0.2384576636344434
0.20439999999999997,0.47440000000000004,0.00641569671618339,-0.24052208884284432
0.24279999999999996,0.47440000000000004,-0.008129610610337205,-0.25123871174933243
0.2812,0.47440000000000004,-0.008756328833643301,-0.2654373348895051
0.3196,0.47440000000000004,-0.036038054869493616,-0.2989046519870738
0.358,0.47440000000000004,-0.16027105830532362,-0.47601560785349256
0.3964,0.47440000000000004,-0.08088651810740048,-0.31261867517526676
0.43479999999999996,0.47440000000000004,-0.0012886695567328747,-0.3056954856867747
0.4732,0.47440000000000004,-0.004744298729425551,-0.3224572386959972
0.5115999999999999,0.47440000000000004,-0.0069940979782568465,-0.33217488496504555
0.5499999999999999,0.47440000000000004,-0.0015003736937092825,-0.3248822577654487
0.5883999999999999,0.47440000000000004,-0.0021562790601782266,-0.3078805479544258
0.6267999999999999,0.47440000000000004,0.05091709892844882,0.03393885888406067
0.6651999999999999,0.47440000000000004,0.03409179579528602,-0.32065059538762164
0.7035999999999999,0.47440000000000004,0.03790910983298899,-0.3191784158800083
0.7419999999999999,0.47440000000000004,0.04047049643032986,-0.3228073021123064
0.7803999999999999,0.47440000000000004,0.03895565146538075,-0.3373757642609334
0.8187999999999999,0.47440000000000004,0.012180244543185595,-0.35798868410171375
0.8571999999999999,0.47440000000000004,-0.11038840799002198,-0.17648579414000107
0.8955999999999998,0.47440000000000004,0.07576982894981601,-0.3652047089371928
0.9339999999999998,0.47440000000000004,-0.019969429527622602,-0.23209792568897428
0.08919999999999999,0.43600000000000005,0.002746285100839861,-0.22788266023767295
0.1276,0.43600000000000005,-0.10410665778237524,-0.4672736856936172
0.16599999999999998,0.43600000000000005,0.027723053252546318,-0.25203828563823943
0.20439999999999997,0.43600000000000005,0.015499121696984083,-0.24861126963773497
0.24279999999999996,0.43600000000000005,0.0018713082046692626,-0.2481839571504127
0.2812,0.43600000000000005,0.0006633580767026387,-0.26050695438891935
0.3196,0.43600000000000005,0.02264666009500895,-0.2582141078216989
0.358,0.43600000000000005,0.03200153335415244,-0.25766843575016374
0.3964,0.43600000000000005,-0.16864609944102432,-0.4701297224333106
0.43479999999999996,0.43600000000000005,-0.006343624646829608,-0.3414032596900296
0.4732,0.43600000000000005,-0.0063445669288737195,-0.33616419834928774
0.5115999999999999,0.43600000000000005,-0.005400706669052907,-0.32819068322758455
0.5499999999999999,0.43600000000000005,-0.005683777746182428,-0.3494133432762007
0.5883999999999999,0.43600000000000005,0.0022795541261951195,-0.34759524252587337
0.6267999999999999,0.43600000000000005,0.011380676583516745,-0.3160606066558256
0.6651999999999999,0.43600000000000005,0.027835894713958885,-0.3059067223476492
0.7035999999999999,0.43600000000000005,0.03178184945855727,-0.3167724609188843
0.7419999999999999,0.43600000000000005,0.04438272558662659,-0.3272733482669528
0.7803999999999999,0.43600000000000005,0.03869506875650962,-0.33103267245892304
0.8187999999999999,0.43600000000000005,0.01413343285081752,-0.32499887145085377
0.8571999999999999,0.43600000000000005,-0.2023922273721685,-0.11219744753355779
0.8955999999999998,0.43600000000000005,-0.019601326685207355,-0.26373200667691765
0.9339999999999998,0.43600000000000005,-0.018372386537271225,-0.23777200947862137
0.08919999999999999,0.39760000000000006,0.002732430784496229,-0.22788379451517018
0.1276,0.39760000000000006,-0.2215594731645646,-0.1983586035897128
0.16599999999999998,0.39760000000000006,0.02061742469738277,-0.25851846387787913
0.20439999999999997,0.39760000000000006,0.016194260419411608,-0.24929811399874738
0.24279999999999996,0.39760000000000006,0.013503759246845761,-0.2444432111072251
0.2812,0.39760000000000006,0.008647056040308989,-0.2449275823878294
0.3196,0.39760000000000006,0.01116911241343653,-0.26673900486797864
0.358,0.39760000000000006,0.014911496070282365,-0.270967988206227
0.3964,0.39760000000000006,-0.14875693979153967,-0.5326795481685439
0.43479999999999996,0.39760000000000006,-0.009380509570938273,-0.34197301325549573
0.4732,0.39760000000000006,-0.008911126128345522,-0.3375557817284243
0.5115999999999999,0.39760000000000006,-0.0065373916478093635,-0.3129316292962866
0.5499999999999999,0.39760000000000006,-0.005256978778794273,-0.33555495087227327
0.5883999999999999,0.39760000000000006,0.002060180503898893,-0.3385059653086903
0.6267999999999999,0.39760000000000006,-0.0012745664185692942,-0.32194209278954616
