x,y,u,v
0.08919999999999999,0.47440000000000004,-0.00931882413064616,-0.11768310845234192
0.1276,0.47440000000000004,0.024017942866920806,-0.24809376549821746
0.16599999999999998,0.47440000000000004,0.01881913318019581,-0.24156542741951528
0.20439999999999997,0.47440000000000004,0.007103597754212602,-0.2447520117729274
0.24279999999999996,0.47440000000000004,-0.0025588629526161087,-0.2629990507988736
0.2812,0.47440000000000004,-0.003848520921968989,-0.2873370306111806
0.3196,0.47440000000000004,-0.005822953765415794,-0.3734691557766746
0.358,0.47440000000000004,-0.12835698107714977,-0.28277101697088936
0.3964,0.47440000000000004,0.05079965652590861,-0.3468541877656223
0.43479999999999996,0.47440000000000004,0.001397144703637114,-0.31559164024351916
0.4732,0.47440000000000004,-0.004855916614673601,-0.32573453965484317
0.5115999999999999,0.47440000000000004,-0.0054483798915134244,-0.3319337596042785
0.5499999999999999,0.47440000000000004,0.005055417569711787,-0.33019020758828754
0.5883999999999999,0.47440000000000004,0.0025129834086970284,-0.3299680031862001
0.6267999999999999,0.47440000000000004,-0.03784554213741481,-0.15691602316647657
0.6651999999999999,0.47440000000000004,0.03289005889586218,-0.32431940257388686
0.7035999999999999,0.47440000000000004,0.024462563118044997,-0.31099604652953805
0.7419999999999999,0.47440000000000004,0.018457803459830738,-0.3188784992696164
0.7803999999999999,0.47440000000000004,0.020455501322565434,-0.3380459303539769
0.8187999999999999,0.47440000000000004,-0.000808161153637693,-0.35879884905925763
0.8571999999999999,0.47440000000000004,-0.3095162148111777,-0.15964271903185148
0.8955999999999998,0.47440000000000004,,
0.9339999999999998,0.47440000000000004,0.003568258973641624,-0.19920382445745183
0.08919999999999999,0.43600000000000005,0.008321776440900625,-0.2344759785329608
0.1276,0.43600000000000005,-0.17770174187946194,-0.3323017225067752
0.16599999999999998,0.43600000000000005,0.021317222251213002,-0.24272879430523234
0.20439999999999997,0.43600000000000005,0.016932079193182854,-0.24101239267331317
0.24279999999999996,0.43600000000000005,0.004366746865486904,-0.2513142898981106
0.2812,0.43600000000000005,-0.0034453499722832703,-0.2812749354422969
0.3196,0.43600000000000005,0.019901852400341563,-0.23900595833097524
0.358,0.43600000000000005,0.021407112025183465,-0.23451515752904187
0.3964,0.43600000000000005,-0.2973299943794839,-0.3527939387321134
0.43479999999999996,0.43600000000000005,-0.0008491356951633233,-0.32270672264901273
0.4732,0.43600000000000005,-0.00946008332512357,-0.3280851309392845
0.5115999999999999,0.43600000000000005,-0.017664900389092568,-0.3318689351881832
0.5499999999999999,0.43600000000000005,0.0018749704140628098,-0.2859061355785065
0.5883999999999999,0.43600000000000005,-0.11183916751040779,-0.19698691737373625
0.6267999999999999,0.43600000000000005,0.01391015820987216,-0.3118617842250679
0.6651999999999999,0.43600000000000005,0.027200677491685022,-0.3172816669896995
0.7035999999999999,0.43600000000000005,0.02866454264940128,-0.3181277196443275
0.7419999999999999,0.43600000000000005,0.031493105956301115,-0.33827218916670315
0.7803999999999999,0.43600000000000005,0.03292082468379379,-0.3519023235674404
0.8187999999999999,0.43600000000000005,0.023018093180062496,-0.3201801524921173
0.8571999999999999,0.43600000000000005,-0.30277103643573533,-0.2694528792078368
0.8955999999999998,0.43600000000000005,-0.0387957837516267,-0.31756481245694257
0.9339999999999998,0.43600000000000005,-0.029517992038074346,-0.2275807584378616
0.08919999999999999,0.39760000000000006,0.00833415004004945,-0.23456284632638016
0.1276,0.39760000000000006,-0.1847324634755629,-0.3832115605502324
0.16599999999999998,0.39760000000000006,0.031370904843839795,-0.2383354422441196
0.20439999999999997,0.39760000000000006,0.024657060604450835,-0.23789309064847886
0.24279999999999996,0.39760000000000006,0.01465233303636107,-0.23853001250032718
0.2812,0.39760000000000006,0.0043506284336599565,-0.24620426859016933
0.3196,0.39760000000000006,0.0075973253739235625,-0.26376362642487056
0.358,0.39760000000000006,0.0074626907203604416,-0.26439673778574135
0.3964,0.39760000000000006,-0.20836372886494295,-0.41074726428424735
